NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20514012001/FPMB","30-Jan-20 03:36:35","30-Jan-20 04:19:52","2598.00","1727.72"," 66.50","  148"," -746"
"nu20514013001/FPMA","30-Jan-20 04:55:55","30-Jan-20 05:56:31","3637.00","2645.03"," 72.73","  102"," -780"
"nu20514013001/FPMB","30-Jan-20 04:55:55","30-Jan-20 05:56:31","3637.00","2374.27"," 65.28","  131"," -743"
"nu20514014001/FPMA","30-Jan-20 06:32:34","30-Jan-20 07:33:10","3635.00","2511.46"," 69.09","   99"," -780"
"nu20514014001/FPMB","30-Jan-20 06:32:34","30-Jan-20 07:33:10","3635.00","2227.93"," 61.29","  138"," -743"
"nu20514015001/FPMA","30-Jan-20 08:13:41","30-Jan-20 08:38:14","1456.00"," 940.90"," 64.62","   50"," -775"
"nu20514015001/FPMB","30-Jan-20 08:13:41","30-Jan-20 08:38:14","1456.00"," 819.55"," 56.29","   87"," -741"
"nu20514016001/FPMA","30-Jan-20 10:02:26","30-Jan-20 10:28:48","1582.99","1054.23"," 66.60","   89"," -780"
"nu20514016001/FPMB","30-Jan-20 10:02:26","30-Jan-20 10:28:48","1582.99"," 963.17"," 60.84","  124"," -743"
"nu20515017001/FPMA","30-Jan-20 11:57:08","30-Jan-20 11:59:12"," 123.99","  74.22"," 59.86"," -392"," -583"
"nu20515017001/FPMB","30-Jan-20 11:57:08","30-Jan-20 11:59:11"," 123.99","  59.79"," 48.22"," -360"," -544"
"nu20515018001/FPMA","30-Jan-20 13:13:51","30-Jan-20 13:59:48","2757.99","1023.47"," 37.11"," -404"," -586"
"nu20515018001/FPMB","30-Jan-20 13:13:51","30-Jan-20 13:59:48","2757.99"," 818.75"," 29.69"," -369"," -551"
"nu20514019001/FPMA","30-Jan-20 14:35:51","30-Jan-20 15:26:18","2980.00","1949.80"," 65.43","   89"," -777"
"nu20514019001/FPMB","30-Jan-20 14:35:51","30-Jan-20 15:26:18","2980.00","1721.37"," 57.76","  119"," -741"
"nu20514020001/FPMA","30-Jan-20 16:26:20","30-Jan-20 17:13:05","2805.99","1819.46"," 64.84","  109"," -777"
"nu20514020001/FPMB","30-Jan-20 16:26:20","30-Jan-20 17:13:05","2805.99","1610.18"," 57.38","  146"," -743"
"nu20515021001/FPMA","30-Jan-20 17:49:12","30-Jan-20 18:49:46","3263.00","1285.04"," 39.38"," -416"," -586"
"nu20515021001/FPMB","30-Jan-20 17:49:12","30-Jan-20 18:49:46","3267.00","1026.86"," 31.43"," -382"," -546"
"nu20514022001/FPMA","30-Jan-20 19:25:49","30-Jan-20 20:26:23","3040.00","2000.53"," 65.81","  102"," -780"
"nu20514022001/FPMB","30-Jan-20 19:25:49","30-Jan-20 20:26:23","3043.00","1765.97"," 58.03","  136"," -743"
