NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu90410120001/FPMA","28-Sep-18 19:10:39","28-Sep-18 19:12:19"," 101.00","  84.74"," 83.90"," -918"," -271"
"nu90410120001/FPMB","28-Sep-18 19:10:39","28-Sep-18 19:12:19"," 101.00","  80.80"," 80.00"," -876"," -227"
"nu90410121001/FPMA","28-Sep-18 19:13:07","28-Sep-18 19:14:47"," 101.00","  88.11"," 87.24"," -893"," -770"
"nu90410121001/FPMB","28-Sep-18 19:13:07","28-Sep-18 19:14:47"," 101.00","  85.29"," 84.45"," -859"," -750"
"nu90410122001/FPMA","28-Sep-18 19:15:34","28-Sep-18 19:17:15"," 102.00","  85.58"," 83.91"," -468"," -795"
"nu90410122001/FPMB","28-Sep-18 19:15:34","28-Sep-18 19:17:15"," 102.00","  83.67"," 82.03"," -433"," -753"
"nu90410123001/FPMA","28-Sep-18 19:18:01","28-Sep-18 19:19:39","  99.00","  87.69"," 88.58","  -62"," -760"
"nu90410123001/FPMB","28-Sep-18 19:18:01","28-Sep-18 19:19:39","  99.00","  86.11"," 86.98","   -1"," -728"
"nu90410124001/FPMA","28-Sep-18 19:20:28","28-Sep-18 19:22:07"," 100.00","  90.80"," 90.80","  369"," -723"
"nu90410124001/FPMB","28-Sep-18 19:20:28","28-Sep-18 19:22:07"," 100.00","  89.41"," 89.41","  424"," -694"
"nu90410125001/FPMA","28-Sep-18 19:22:55","28-Sep-18 19:24:27","  93.00","  85.39"," 91.81","  844"," -797"
"nu90410125001/FPMB","28-Sep-18 19:22:55","28-Sep-18 19:24:27","  93.00","  84.87"," 91.26","  829"," -704"
"nu90410201001/FPMA","28-Sep-18 20:01:38","28-Sep-18 20:02:22","  46.00","  40.68"," 88.44"," -878","  964"
"nu90410201001/FPMB","28-Sep-18 20:01:38","28-Sep-18 20:02:23","  46.00","  39.69"," 86.28"," -864","  950"
"nu90410202001/FPMA","28-Sep-18 20:03:10","28-Sep-18 20:04:51"," 102.00","  88.18"," 86.45"," -551","  895"
"nu90410202001/FPMB","28-Sep-18 20:03:10","28-Sep-18 20:04:51"," 102.00","  86.74"," 85.04"," -480","  964"
"nu90410203001/FPMA","28-Sep-18 20:05:37","28-Sep-18 20:07:15","  99.00","  87.72"," 88.61","  -55"," 1016"
"nu90410203001/FPMB","28-Sep-18 20:05:37","28-Sep-18 20:07:15","  99.00","  85.83"," 86.70","  -15","  996"
"nu90410204001/FPMA","28-Sep-18 20:08:04","28-Sep-18 20:09:43"," 100.00","  87.75"," 87.75","  350","  994"
"nu90410204001/FPMB","28-Sep-18 20:08:04","28-Sep-18 20:09:43"," 100.00","  86.66"," 86.66","  436"," 1038"
"nu90410205001/FPMA","28-Sep-18 20:10:31","28-Sep-18 20:12:11"," 101.00","  91.43"," 90.53","  814","  935"
"nu90410205001/FPMB","28-Sep-18 20:10:31","28-Sep-18 20:12:11"," 101.00","  90.56"," 89.67","  802"," 1004"
"nu90410206001/FPMA","28-Sep-18 20:12:59","28-Sep-18 20:14:39"," 101.00","  90.93"," 90.03","  809","  598"
"nu90410206001/FPMB","28-Sep-18 20:12:59","28-Sep-18 20:14:39"," 101.00","  89.93"," 89.04","  819","  598"
"nu90410207001/FPMA","28-Sep-18 20:15:26","28-Sep-18 20:17:03","  98.00","  88.31"," 90.11","  396","  527"
"nu90410207001/FPMB","28-Sep-18 20:15:26","28-Sep-18 20:17:03","  98.00","  86.20"," 87.96","  399","  581"
"nu90410208001/FPMA","28-Sep-18 20:17:53","28-Sep-18 20:19:31","  99.00","  89.49"," 90.39"," -116","  517"
"nu90410208001/FPMB","28-Sep-18 20:17:53","28-Sep-18 20:19:31","  99.00","  88.12"," 89.01","   -1","  581"
"nu90410209001/FPMA","28-Sep-18 20:20:20","28-Sep-18 20:21:59"," 100.00","  85.62"," 85.62"," -561","  510"
"nu90410209001/FPMB","28-Sep-18 20:20:20","28-Sep-18 20:21:59"," 100.00","  85.46"," 85.46"," -512","  583"
"nu90410210001/FPMA","28-Sep-18 20:22:47","28-Sep-18 20:24:27"," 101.00","  75.19"," 74.45"," -937","  473"
"nu90410210001/FPMB","28-Sep-18 20:22:47","28-Sep-18 20:24:27"," 101.00","  70.48"," 69.78"," -910","  527"
"nu90410211001/FPMA","28-Sep-18 20:25:15","28-Sep-18 20:26:55"," 101.00","  69.54"," 68.85"," -940","  129"
"nu90410211001/FPMB","28-Sep-18 20:25:15","28-Sep-18 20:26:55"," 101.00","  63.85"," 63.22"," -905","  148"
"nu90410212001/FPMA","28-Sep-18 20:27:42","28-Sep-18 20:29:23"," 102.00","  86.18"," 84.49"," -500","   77"
"nu90410212001/FPMB","28-Sep-18 20:27:42","28-Sep-18 20:29:23"," 102.00","  86.02"," 84.34"," -399","  124"
"nu90410213001/FPMA","28-Sep-18 20:30:09","28-Sep-18 20:31:47","  99.00","  87.46"," 88.34","  -79","   55"
"nu90410213001/FPMB","28-Sep-18 20:30:09","28-Sep-18 20:31:47","  99.00","  86.57"," 87.44","    8","  129"
"nu90410214001/FPMA","28-Sep-18 20:32:36","28-Sep-18 20:34:15"," 100.00","  87.90"," 87.90","  404","   45"
"nu90410214001/FPMB","28-Sep-18 20:32:36","28-Sep-18 20:34:15"," 100.00","  85.67"," 85.67","  451","   87"
"nu90410215001/FPMA","28-Sep-18 20:35:03","28-Sep-18 20:36:43"," 101.00","  88.91"," 88.03","  768","   25"
"nu90410215001/FPMB","28-Sep-18 20:35:03","28-Sep-18 20:36:43"," 101.00","  87.66"," 86.80","  790","   84"
"nu90410216001/FPMA","28-Sep-18 20:37:31","28-Sep-18 20:39:11"," 101.00","  90.78"," 89.88","  755"," -274"
"nu90410216001/FPMB","28-Sep-18 20:37:31","28-Sep-18 20:39:11"," 101.00","  90.57"," 89.67","  807"," -276"
"nu90410217001/FPMA","28-Sep-18 20:39:58","28-Sep-18 20:41:35","  98.00","  85.92"," 87.67","  497"," -274"
"nu90410217001/FPMB","28-Sep-18 20:39:58","28-Sep-18 20:41:35","  98.00","  83.12"," 84.81","  510"," -276"
"nu90410218001/FPMA","28-Sep-18 20:42:25","28-Sep-18 20:44:03","  99.00","  88.19"," 89.08","  -65"," -308"
"nu90410218001/FPMB","28-Sep-18 20:42:25","28-Sep-18 20:44:03","  99.00","  86.86"," 87.74","  -30"," -274"
"nu90410219001/FPMA","28-Sep-18 20:44:52","28-Sep-18 20:46:31"," 100.00","  87.93"," 87.93"," -460"," -283"
"nu90410219001/FPMB","28-Sep-18 20:44:52","28-Sep-18 20:46:31"," 100.00","  87.05"," 87.05"," -419"," -254"
"nu90410220001/FPMA","28-Sep-18 20:47:19","28-Sep-18 20:48:59"," 101.00","  83.73"," 82.90"," -925"," -271"
"nu90410220001/FPMB","28-Sep-18 20:47:19","28-Sep-18 20:48:59"," 101.00","  79.66"," 78.88"," -873"," -217"
"nu90410221001/FPMA","28-Sep-18 20:49:47","28-Sep-18 20:51:27"," 101.00","  89.80"," 88.91"," -910"," -736"
"nu90410221001/FPMB","28-Sep-18 20:49:47","28-Sep-18 20:51:27"," 101.00","  87.82"," 86.95"," -836"," -765"
"nu90410222001/FPMA","28-Sep-18 20:52:14","28-Sep-18 20:53:55"," 102.00","  89.30"," 87.55"," -487"," -802"
"nu90410222001/FPMB","28-Sep-18 20:52:14","28-Sep-18 20:53:55"," 102.00","  87.29"," 85.58"," -436"," -760"
"nu90410223001/FPMA","28-Sep-18 20:54:41","28-Sep-18 20:56:19","  99.00","  86.73"," 87.61","  -70"," -773"
"nu90410223001/FPMB","28-Sep-18 20:54:41","28-Sep-18 20:56:19","  99.00","  85.41"," 86.27","   -3"," -777"
"nu90410224001/FPMA","28-Sep-18 20:57:08","28-Sep-18 20:58:47"," 100.00","  78.43"," 78.43","  409"," -787"
"nu90410224001/FPMB","28-Sep-18 20:57:08","28-Sep-18 20:58:47"," 100.00","  77.32"," 77.32","  433"," -728"
"nu90410225001/FPMA","28-Sep-18 20:59:35","28-Sep-18 21:01:07","  93.00","  74.64"," 80.26","  846"," -736"
"nu90410225001/FPMB","28-Sep-18 20:59:35","28-Sep-18 21:01:07","  93.00","  74.62"," 80.23","  864"," -709"
