NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20512123001/FPMB","02-Jul-19 05:10:35","02-Jul-19 05:12:14"," 101.00","  84.60"," 83.76","   43"," -596"
"nu20512124001/FPMA","02-Jul-19 05:13:04","02-Jul-19 05:14:47"," 104.00","  92.16"," 88.62","  367"," -660"
"nu20512124001/FPMB","02-Jul-19 05:13:04","02-Jul-19 05:14:47"," 104.00","  89.94"," 86.48","  379"," -610"
"nu20512125001/FPMA","02-Jul-19 05:15:33","02-Jul-19 05:17:02","  90.00","  80.96"," 89.96","  844"," -733"
"nu20512125001/FPMB","02-Jul-19 05:15:34","02-Jul-19 05:17:02","  90.00","  79.54"," 88.38","  932"," -672"
"nu20512201001/FPMA","02-Jul-19 05:53:25","02-Jul-19 05:54:15","  51.00","  43.90"," 86.08"," -891","  792"
"nu20512201001/FPMB","02-Jul-19 05:53:26","02-Jul-19 05:54:15","  51.00","  43.16"," 84.62"," -866","  873"
"nu20512202001/FPMA","02-Jul-19 05:55:02","02-Jul-19 05:56:43"," 102.00","  87.84"," 86.11"," -512","  829"
"nu20512202001/FPMB","02-Jul-19 05:55:02","02-Jul-19 05:56:43"," 102.00","  85.32"," 83.64"," -441","  854"
"nu20512203001/FPMA","02-Jul-19 05:57:32","02-Jul-19 05:59:11"," 101.00","  86.65"," 85.79"," -116","  854"
"nu20512203001/FPMB","02-Jul-19 05:57:31","02-Jul-19 05:59:11"," 101.00","  85.01"," 84.17","  -89","  859"
"nu20512204001/FPMA","02-Jul-19 06:00:00","02-Jul-19 06:01:43"," 104.00","  89.41"," 85.97","  352","  844"
"nu20512204001/FPMB","02-Jul-19 06:00:00","02-Jul-19 06:01:43"," 104.00","  87.33"," 83.97","  458","  908"
"nu20512205001/FPMA","02-Jul-19 06:02:29","02-Jul-19 06:04:11"," 103.00","  88.62"," 86.04","  773","  861"
"nu20512205001/FPMB","02-Jul-19 06:02:30","02-Jul-19 06:04:11"," 103.00","  87.93"," 85.37","  844","  900"
"nu20512206001/FPMA","02-Jul-19 06:04:59","02-Jul-19 06:06:39"," 101.00","  73.66"," 72.93","  750","  475"
"nu20512206001/FPMB","02-Jul-19 06:04:59","02-Jul-19 06:06:39"," 101.00","  71.85"," 71.14","  780","  492"
"nu20512207001/FPMA","02-Jul-19 06:07:28","02-Jul-19 06:09:07"," 100.00","  79.55"," 79.55","  443","  455"
"nu20512207001/FPMB","02-Jul-19 06:07:28","02-Jul-19 06:09:07"," 100.00","  76.12"," 76.12","  510","  487"
"nu20512208001/FPMA","02-Jul-19 06:09:57","02-Jul-19 06:11:39"," 103.00","  60.92"," 59.14"," -178","  394"
"nu20512208001/FPMB","02-Jul-19 06:09:57","02-Jul-19 06:11:39"," 103.00","  66.03"," 64.10"," -129","  431"
"nu20512209001/FPMA","02-Jul-19 06:12:26","02-Jul-19 06:14:07"," 102.00","  60.26"," 59.08"," -451","  406"
"nu20512209001/FPMB","02-Jul-19 06:12:26","02-Jul-19 06:14:07"," 102.00","  53.82"," 52.77"," -384","  416"
"nu20512210001/FPMA","02-Jul-19 06:14:55","02-Jul-19 06:16:39"," 105.00","  88.02"," 83.83"," -859","  428"
"nu20512210001/FPMB","02-Jul-19 06:14:55","02-Jul-19 06:16:39"," 105.00","  82.02"," 78.11"," -812","  443"
"nu20512211001/FPMA","02-Jul-19 06:17:25","02-Jul-19 06:19:07"," 103.00","  82.82"," 80.41"," -841","  114"
"nu20512211001/FPMB","02-Jul-19 06:17:25","02-Jul-19 06:19:07"," 103.00","  72.79"," 70.67"," -824","  102"
"nu20512212001/FPMA","02-Jul-19 06:19:54","02-Jul-19 06:21:35"," 102.00","  43.88"," 43.02"," -451","  114"
"nu20512212001/FPMB","02-Jul-19 06:19:54","02-Jul-19 06:21:35"," 102.00","  33.28"," 32.63"," -401","  148"
"nu20512213001/FPMA","02-Jul-19 06:22:23","02-Jul-19 06:24:03"," 101.00","  51.64"," 51.13"," -168","   94"
"nu20512213001/FPMB","02-Jul-19 06:22:23","02-Jul-19 06:24:03"," 101.00","  55.84"," 55.28"," -158","  146"
"nu20512214001/FPMA","02-Jul-19 06:24:52","02-Jul-19 06:26:35"," 104.00","  87.64"," 84.27","  303","   72"
"nu20512214001/FPMB","02-Jul-19 06:24:52","02-Jul-19 06:26:34"," 104.00","  87.20"," 83.85","  362","   87"
"nu20512215001/FPMA","02-Jul-19 06:27:21","02-Jul-19 06:29:03"," 103.00","  90.98"," 88.33","  814","   45"
"nu20512215001/FPMB","02-Jul-19 06:27:21","02-Jul-19 06:29:03"," 103.00","  88.92"," 86.33","  866","   65"
"nu20512216001/FPMA","02-Jul-19 06:29:51","02-Jul-19 06:31:31"," 101.00","  90.62"," 89.72","  834"," -286"
"nu20512216001/FPMB","02-Jul-19 06:29:51","02-Jul-19 06:31:31"," 101.00","  88.36"," 87.48","  920"," -229"
"nu20512217001/FPMA","02-Jul-19 06:32:20","02-Jul-19 06:33:59"," 100.00","  81.73"," 81.73","  323"," -281"
"nu20512217001/FPMB","02-Jul-19 06:32:20","02-Jul-19 06:33:59"," 100.00","  80.74"," 80.74","  357"," -266"
"nu20512218001/FPMA","02-Jul-19 06:34:49","02-Jul-19 06:36:31"," 103.00","  82.75"," 80.34","  -77"," -261"
"nu20512218001/FPMB","02-Jul-19 06:34:49","02-Jul-19 06:36:31"," 103.00","  79.76"," 77.44","   25"," -229"
"nu20512219001/FPMA","02-Jul-19 06:37:18","02-Jul-19 06:38:59"," 102.00","  79.25"," 77.70"," -426"," -210"
"nu20512219001/FPMB","02-Jul-19 06:37:18","02-Jul-19 06:38:59"," 102.00","  67.60"," 66.28"," -394"," -151"
"nu20512220001/FPMA","02-Jul-19 06:39:47","02-Jul-19 06:41:27"," 101.00","  85.49"," 84.64"," -846"," -215"
"nu20512220001/FPMB","02-Jul-19 06:39:47","02-Jul-19 06:41:27"," 101.00","  76.97"," 76.21"," -790"," -173"
"nu20512221001/FPMA","02-Jul-19 06:42:17","02-Jul-19 06:43:59"," 103.00","  90.96"," 88.31"," -868"," -672"
"nu20512221001/FPMB","02-Jul-19 06:42:17","02-Jul-19 06:43:59"," 103.00","  85.23"," 82.75"," -819"," -630"
"nu20512222001/FPMA","02-Jul-19 06:44:46","02-Jul-19 06:46:27"," 102.00","  89.55"," 87.79"," -441"," -637"
"nu20512222001/FPMB","02-Jul-19 06:44:46","02-Jul-19 06:46:27"," 102.00","  84.61"," 82.95"," -365"," -605"
"nu20512223001/FPMA","02-Jul-19 06:47:15","02-Jul-19 06:48:55"," 101.00","  89.02"," 88.14","  -13"," -620"
"nu20512223001/FPMB","02-Jul-19 06:47:15","02-Jul-19 06:48:55"," 101.00","  83.69"," 82.86","  106"," -566"
"nu20512224001/FPMA","02-Jul-19 06:49:44","02-Jul-19 06:51:26"," 104.00","  92.89"," 89.32","  352"," -655"
"nu20512224001/FPMB","02-Jul-19 06:49:44","02-Jul-19 06:51:27"," 104.00","  90.90"," 87.40","  384"," -583"
"nu20512225001/FPMA","02-Jul-19 06:52:13","02-Jul-19 06:53:41","  89.00","  80.03"," 89.92","  812"," -682"
"nu20512225001/FPMB","02-Jul-19 06:52:13","02-Jul-19 06:53:41","  89.00","  78.87"," 88.62","  866"," -637"
