NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20801041001/FPMA","30-Mar-24 13:29:23","30-Mar-24 14:37:27","3542.98","  13.38","  0.38","  834"," -278"
"nu20801041001/FPMB","30-Mar-24 13:29:23","30-Mar-24 14:23:27","3542.98","  11.73","  0.33","  792"," -333"
"nu20801042001/FPMA","30-Mar-24 15:28:57","30-Mar-24 16:04:36","3542.00","  17.49","  0.49","  977"," -288"
"nu20801042001/FPMB","30-Mar-24 15:06:20","30-Mar-24 16:04:36","3542.00","  15.88","  0.45","  959"," -323"
"nu20801043001/FPMA","30-Mar-24 16:41:47","30-Mar-24 17:40:48","3542.00","  13.64","  0.39","  920"," -276"
"nu20801043001/FPMB","30-Mar-24 16:41:47","30-Mar-24 17:40:48","3542.00","  12.56","  0.35","  878"," -315"
"nu20801044001/FPMA","30-Mar-24 18:17:58","30-Mar-24 19:11:24","3542.00","  11.53","  0.33","  763"," -303"
"nu20801044001/FPMB","30-Mar-24 18:17:58","30-Mar-24 19:16:59","3542.00","  10.65","  0.30","  780"," -328"
"nu20801045001/FPMA","30-Mar-24 19:54:10","30-Mar-24 20:53:12","3417.00","   5.10","  0.15","  800"," -286"
"nu20801045001/FPMB","30-Mar-24 19:54:10","30-Mar-24 20:53:13","3417.00","   4.13","  0.12","  800"," -325"
"nu20801048001/FPMA","31-Mar-24 00:42:49","31-Mar-24 01:41:47","3542.00","  12.92","  0.36","  905"," -291"
"nu20801048001/FPMB","31-Mar-24 00:42:46","31-Mar-24 01:41:47","3542.00","  11.23","  0.32","  871"," -337"
"nu20801049001/FPMA","31-Mar-24 02:18:58","31-Mar-24 03:17:59","3541.00","   5.95","  0.17","  765"," -303"
"nu20801049001/FPMB","31-Mar-24 02:18:58","31-Mar-24 03:17:59","3541.00","   5.13","  0.14","  782"," -333"
