NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20625010001/FPMB","03-Jun-22 17:04:22","03-Jun-22 17:06:03"," 102.00","   3.63","  3.55","  760","  709"
"nu20625011001/FPMA","03-Jun-22 17:06:51","03-Jun-22 17:08:31"," 101.00","  16.06"," 15.90","  286","  886"
"nu20625011001/FPMB","03-Jun-22 17:06:51","03-Jun-22 17:08:31"," 101.00","  11.85"," 11.73","  296","  861"
"nu20625012001/FPMA","03-Jun-22 17:09:29","03-Jun-22 17:10:59","  91.00","  12.22"," 13.43","  153","  465"
"nu20625012001/FPMB","03-Jun-22 17:09:29","03-Jun-22 17:10:59","  91.00","   9.63"," 10.58","  175","  438"
"nu20625013001/FPMA","03-Jun-22 17:11:48","03-Jun-22 17:13:27"," 100.00","   8.99","  8.99","   30","   43"
"nu20625013001/FPMB","03-Jun-22 17:11:48","03-Jun-22 17:13:27"," 100.00","   6.41","  6.41","   47","    6"
"nu20625014001/FPMA","03-Jun-22 17:14:17","03-Jun-22 17:15:53","  86.00","   7.92","  9.21","  -89"," -357"
"nu20625014001/FPMB","03-Jun-22 17:14:17","03-Jun-22 17:15:53","  86.00","   7.37","  8.57","  -62"," -392"
"nu20625018001/FPMA","03-Jun-22 17:24:29","03-Jun-22 17:25:55","  87.00","   9.83"," 11.30"," -401","  153"
"nu20625018001/FPMB","03-Jun-22 17:24:29","03-Jun-22 17:25:55","  87.00","   7.01","  8.06"," -389","  111"
"nu20625019001/FPMA","03-Jun-22 17:26:41","03-Jun-22 17:28:23"," 103.00","  13.33"," 12.94"," -269","  576"
"nu20625019001/FPMB","03-Jun-22 17:26:41","03-Jun-22 17:28:23"," 103.00","   9.59","  9.31"," -259","  542"
"nu20625020001/FPMA","03-Jun-22 17:29:10","03-Jun-22 17:30:51","  70.00","  10.07"," 14.39"," -141","  994"
"nu20625020001/FPMB","03-Jun-22 17:29:10","03-Jun-22 17:30:52","  70.00","   7.25"," 10.36"," -131","  962"
"nu20625021001/FPMA","03-Jun-22 17:31:39","03-Jun-22 17:33:19"," 101.00","  13.90"," 13.76"," -588"," 1107"
"nu20625021001/FPMB","03-Jun-22 17:31:39","03-Jun-22 17:33:19"," 101.00","   9.94","  9.85"," -571"," 1070"
"nu20625022001/FPMA","03-Jun-22 17:34:07","03-Jun-22 17:35:47"," 101.00","   7.64","  7.56"," -711","  684"
"nu20625022001/FPMB","03-Jun-22 17:34:07","03-Jun-22 17:35:47"," 101.00","   5.60","  5.54"," -699","  645"
"nu20625023001/FPMA","03-Jun-22 17:36:36","03-Jun-22 17:37:06","  31.00","   1.62","  5.24"," -854","  222"
"nu20625023001/FPMB","03-Jun-22 17:36:36","03-Jun-22 17:37:06","  31.00","   1.15","  3.71"," -841","  180"
"nu20624004001/FPMA","03-Jun-22 18:36:35","03-Jun-22 19:20:26","2626.75","  94.77","  3.61","  578","   -1"
"nu20624004001/FPMB","03-Jun-22 18:36:35","03-Jun-22 19:20:26","2626.75","  83.64","  3.18","  561","   30"
"nu20626009001/FPMA","03-Jun-22 20:15:29","03-Jun-22 20:16:35","  57.75","   2.38","  4.12","  546","  259"
"nu20626009001/FPMB","03-Jun-22 20:15:29","03-Jun-22 20:16:35","  57.75","   2.16","  3.74","  537","  288"
"nu20626010001/FPMA","03-Jun-22 20:17:22","03-Jun-22 20:19:03"," 101.00","   6.99","  6.92","  679","  687"
"nu20626010001/FPMB","03-Jun-22 20:17:22","03-Jun-22 20:19:03"," 101.00","   7.84","  7.76","  667","  721"
"nu20626011001/FPMA","03-Jun-22 20:19:51","03-Jun-22 20:21:31"," 101.00","  10.81"," 10.70","  220","  805"
"nu20626011001/FPMB","03-Jun-22 20:19:51","03-Jun-22 20:21:31"," 101.00","   9.62","  9.53","  215","  829"
"nu20626012001/FPMA","03-Jun-22 20:22:19","03-Jun-22 20:23:59"," 101.00","  10.05","  9.95","   99","  377"
"nu20626012001/FPMB","03-Jun-22 20:22:19","03-Jun-22 20:23:59"," 101.00","   8.82","  8.74","   79","  401"
"nu20626013001/FPMA","03-Jun-22 20:24:48","03-Jun-22 20:26:27","  98.00","   8.36","  8.53","  -28","  -52"
"nu20626013001/FPMB","03-Jun-22 20:24:48","03-Jun-22 20:26:27","  98.00","   8.97","  9.16","  -45","  -28"
"nu20626014001/FPMA","03-Jun-22 20:27:17","03-Jun-22 20:28:59"," 103.00","   4.09","  3.97"," -148"," -468"
"nu20626014001/FPMB","03-Jun-22 20:27:17","03-Jun-22 20:28:59"," 103.00","   4.09","  3.97"," -170"," -448"
"nu20626015001/FPMA","03-Jun-22 20:29:46","03-Jun-22 20:31:27"," 102.00","   2.24","  2.19"," -251"," -839"
"nu20626015001/FPMB","03-Jun-22 20:29:46","03-Jun-22 20:31:27"," 102.00","   1.41","  1.38"," -261"," -802"
"nu20626016001/FPMA","03-Jun-22 20:32:15","03-Jun-22 20:33:56"," 101.00","   0.76","  0.75"," -679"," -723"
"nu20626016001/FPMB","03-Jun-22 20:32:15","03-Jun-22 20:33:55"," 101.00","   0.60","  0.59"," -691"," -687"
"nu20626017001/FPMA","03-Jun-22 20:34:43","03-Jun-22 20:36:23"," 101.00","   0.95","  0.94"," -605"," -384"
"nu20626017001/FPMB","03-Jun-22 20:34:43","03-Jun-22 20:36:23"," 101.00","   1.00","  0.99"," -613"," -377"
"nu20626018001/FPMA","03-Jun-22 20:37:12","03-Jun-22 20:38:55"," 104.00","  10.40"," 10.00"," -453","   62"
"nu20626018001/FPMB","03-Jun-22 20:37:12","03-Jun-22 20:38:55"," 104.00","   9.88","  9.50"," -470","   92"
"nu20626019001/FPMA","03-Jun-22 20:39:41","03-Jun-22 20:41:23"," 103.00","  10.17","  9.87"," -323","  487"
"nu20626019001/FPMB","03-Jun-22 20:39:41","03-Jun-22 20:41:23"," 103.00","   9.25","  8.98"," -342","  517"
"nu20626020001/FPMA","03-Jun-22 20:42:10","03-Jun-22 20:43:51"," 102.00","  11.91"," 11.67"," -195","  910"
"nu20626020001/FPMB","03-Jun-22 20:42:10","03-Jun-22 20:43:51"," 102.00","  10.77"," 10.56"," -210","  937"
"nu20626021001/FPMA","03-Jun-22 20:44:39","03-Jun-22 20:46:19"," 101.00","  14.07"," 13.93"," -632"," 1009"
"nu20626021001/FPMB","03-Jun-22 20:44:39","03-Jun-22 20:46:19"," 101.00","  13.14"," 13.01"," -647"," 1045"
"nu20626022001/FPMA","03-Jun-22 20:47:07","03-Jun-22 20:48:47"," 101.00","  10.69"," 10.58"," -753","  586"
"nu20626022001/FPMB","03-Jun-22 20:47:07","03-Jun-22 20:48:47"," 101.00","   9.97","  9.87"," -782","  605"
"nu20626023001/FPMA","03-Jun-22 20:49:36","03-Jun-22 20:51:15"," 100.00","   8.98","  8.98"," -878","  143"
"nu20626023001/FPMB","03-Jun-22 20:49:36","03-Jun-22 20:51:15"," 100.00","   8.77","  8.77"," -913","  175"
"nu20626024001/FPMA","03-Jun-22 20:52:05","03-Jun-22 20:53:15","  71.00","   0.75","  1.06"," -950"," -367"
"nu20626024001/FPMB","03-Jun-22 20:52:05","03-Jun-22 20:53:15","  71.00","   0.73","  1.03"," -952"," -345"
"nu20624006001/FPMA","03-Jun-22 21:32:50","03-Jun-22 22:33:35","2659.00","  96.59","  3.63","  576","   -6"
"nu20624006001/FPMB","03-Jun-22 21:32:50","03-Jun-22 22:33:35","2659.00","  90.10","  3.39","  551","   28"
"nu20627001001/FPMA","03-Jun-22 23:09:23","03-Jun-22 23:09:47","  25.00","   1.64","  6.57"," 1090","  522"
"nu20627001001/FPMB","03-Jun-22 23:09:23","03-Jun-22 23:09:47","  25.00","   2.28","  9.10"," 1087","  569"
"nu20627002001/FPMA","03-Jun-22 23:10:34","03-Jun-22 23:12:15"," 102.00","   3.28","  3.21","  957","  153"
"nu20627002001/FPMB","03-Jun-22 23:10:34","03-Jun-22 23:12:15"," 102.00","   2.75","  2.70","  957","  188"
"nu20627003001/FPMA","03-Jun-22 23:13:05","03-Jun-22 23:14:47"," 103.00","   2.96","  2.88","  827"," -256"
"nu20627003001/FPMB","03-Jun-22 23:13:05","03-Jun-22 23:14:47"," 103.00","   4.09","  3.97","  817"," -229"
"nu20627004001/FPMA","03-Jun-22 23:15:36","03-Jun-22 23:17:20"," 103.00","   1.88","  1.83","  706"," -630"
"nu20627004001/FPMB","03-Jun-22 23:15:36","03-Jun-22 23:17:19"," 103.00","   1.53","  1.49","  718"," -596"
"nu20627005001/FPMA","03-Jun-22 23:18:07","03-Jun-22 23:19:51","  71.00","  10.54"," 14.85","  610","-1087"
"nu20627005001/FPMB","03-Jun-22 23:18:07","03-Jun-22 23:19:51","  71.00","   7.04","  9.92","  601","-1043"
"nu20627006001/FPMA","03-Jun-22 23:20:39","03-Jun-22 23:22:23"," 105.00","  14.48"," 13.79","  175"," -982"
"nu20627006001/FPMB","03-Jun-22 23:20:39","03-Jun-22 23:22:24"," 105.00","   9.81","  9.35","  158"," -950"
"nu20627007001/FPMA","03-Jun-22 23:23:11","03-Jun-22 23:24:55"," 105.00","   2.50","  2.38","  333"," -566"
"nu20627007001/FPMB","03-Jun-22 23:23:11","03-Jun-22 23:24:55"," 105.00","   2.35","  2.24","  298"," -529"
"nu20627008001/FPMA","03-Jun-22 23:25:42","03-Jun-22 23:27:23"," 102.00","   2.49","  2.45","  436"," -195"
"nu20627008001/FPMB","03-Jun-22 23:25:42","03-Jun-22 23:27:23"," 102.00","   3.21","  3.15","  421"," -148"
"nu20627009001/FPMA","03-Jun-22 23:28:13","03-Jun-22 23:29:55"," 103.00","   4.25","  4.13","  549","  251"
"nu20627009001/FPMB","03-Jun-22 23:28:13","03-Jun-22 23:29:55"," 103.00","   3.96","  3.85","  546","  278"
"nu20627010001/FPMA","03-Jun-22 23:30:44","03-Jun-22 23:32:27"," 104.00","   6.91","  6.65","  672","  687"
"nu20627010001/FPMB","03-Jun-22 23:30:44","03-Jun-22 23:32:27"," 104.00","   8.17","  7.86","  660","  718"
"nu20627011001/FPMA","03-Jun-22 23:33:15","03-Jun-22 23:34:59"," 105.00","  13.83"," 13.17","  232","  800"
"nu20627011001/FPMB","03-Jun-22 23:33:15","03-Jun-22 23:35:00"," 105.00","  12.33"," 11.75","  205","  829"
"nu20627012001/FPMA","03-Jun-22 23:35:46","03-Jun-22 23:37:27"," 102.00","  13.50"," 13.23","  102","  372"
"nu20627012001/FPMB","03-Jun-22 23:35:46","03-Jun-22 23:37:28"," 102.00","  11.73"," 11.50","   74","  406"
"nu20627013001/FPMA","03-Jun-22 23:38:17","03-Jun-22 23:39:59"," 103.00","  13.06"," 12.68","  -23","  -65"
"nu20627013001/FPMB","03-Jun-22 23:38:17","03-Jun-22 23:39:59"," 103.00","  13.38"," 12.99","  -40","  -25"
"nu20627014001/FPMA","03-Jun-22 23:40:48","03-Jun-22 23:42:31"," 104.00","  10.89"," 10.47"," -143"," -455"
"nu20627014001/FPMB","03-Jun-22 23:40:48","03-Jun-22 23:42:31"," 104.00","  10.74"," 10.33"," -168"," -436"
"nu20627015001/FPMA","03-Jun-22 23:43:19","03-Jun-22 23:45:03"," 105.00","   8.07","  7.68"," -251"," -854"
"nu20627015001/FPMB","03-Jun-22 23:43:19","03-Jun-22 23:45:03"," 105.00","   5.24","  4.99"," -249"," -822"
"nu20627016001/FPMA","03-Jun-22 23:45:51","03-Jun-22 23:47:35"," 105.00","   2.19","  2.09"," -674"," -738"
"nu20627016001/FPMB","03-Jun-22 23:45:51","03-Jun-22 23:47:35"," 105.00","   1.50","  1.43"," -701"," -709"
"nu20627017001/FPMA","03-Jun-22 23:48:22","03-Jun-22 23:50:07"," 106.00","   2.74","  2.58"," -581"," -357"
"nu20627017001/FPMB","03-Jun-22 23:48:22","03-Jun-22 23:50:07"," 106.00","   2.93","  2.76"," -583"," -323"
"nu20627018001/FPMA","03-Jun-22 23:50:53","03-Jun-22 23:52:35"," 103.00","  11.97"," 11.62"," -446","   60"
"nu20627018001/FPMB","03-Jun-22 23:50:53","03-Jun-22 23:52:35"," 103.00","  10.51"," 10.20"," -465","   92"
"nu20627019001/FPMA","03-Jun-22 23:53:24","03-Jun-22 23:55:08"," 104.00","  13.32"," 12.80"," -330","  483"
"nu20627019001/FPMB","03-Jun-22 23:53:24","03-Jun-22 23:55:07"," 104.00","  12.26"," 11.79"," -352","  512"
"nu20627020001/FPMA","03-Jun-22 23:55:55","03-Jun-22 23:57:39"," 105.00","  15.79"," 15.04"," -192","  903"
"nu20627020001/FPMB","03-Jun-22 23:55:55","03-Jun-22 23:57:39"," 105.00","  14.80"," 14.10"," -202","  935"
"nu20627021001/FPMA","03-Jun-22 23:58:27","04-Jun-22 00:00:11"," 105.00","  21.92"," 20.88"," -647"," 1004"
"nu20627021001/FPMB","03-Jun-22 23:58:27","04-Jun-22 00:00:11"," 105.00","  19.89"," 18.94"," -652"," 1038"
"nu20627022001/FPMA","04-Jun-22 00:00:58","04-Jun-22 00:02:39"," 102.00","  10.38"," 10.18"," -758","  571"
"nu20627022001/FPMB","04-Jun-22 00:00:58","04-Jun-22 00:02:39"," 102.00","  10.65"," 10.44"," -777","  608"
"nu20627023001/FPMA","04-Jun-22 00:03:29","04-Jun-22 00:05:11"," 103.00","   6.64","  6.45"," -883","  153"
"nu20627023001/FPMB","04-Jun-22 00:03:29","04-Jun-22 00:05:11"," 103.00","   6.20","  6.02"," -895","  183"
"nu20627024001/FPMA","04-Jun-22 00:06:00","04-Jun-22 00:07:43"," 104.00","   1.78","  1.71"," -954"," -310"
"nu20627024001/FPMB","04-Jun-22 00:06:00","04-Jun-22 00:07:43"," 104.00","   1.71","  1.64"," -957"," -261"
"nu20627025001/FPMA","04-Jun-22 00:08:31","04-Jun-22 00:10:18"," 108.00","   3.88","  3.59","-1072"," -660"
"nu20627025001/FPMB","04-Jun-22 00:08:31","04-Jun-22 00:10:18"," 108.00","   2.99","  2.77","-1072"," -618"
"nu20624008001/FPMA","04-Jun-22 00:46:00","04-Jun-22 01:46:45","3644.00","  99.70","  2.74","  556","   -8"
"nu20624008001/FPMB","04-Jun-22 00:46:00","04-Jun-22 01:46:45","3644.00","  89.54","  2.46","  539","   25"
"nu20624001002/FPMA","04-Jun-22 02:49:30","04-Jun-22 03:04:59"," 930.00","  74.85","  8.05"," 1252"," -232"
"nu20624001002/FPMB","04-Jun-22 02:49:30","04-Jun-22 03:04:59"," 930.00","  67.99","  7.31"," 1274"," -259"
