NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20102004001/FPMA","01-Sep-15 10:15:06","01-Sep-15 11:14:47","3582.00","  68.90","  1.92"," 1149"," -308"
"nu20102004001/FPMB","01-Sep-15 10:15:06","01-Sep-15 11:14:47","3582.00","  51.48","  1.44"," 1090"," -313"
"nu20102005001/FPMA","02-Sep-15 02:22:31","02-Sep-15 03:22:13","3546.00","  65.85","  1.86"," 1136"," -310"
"nu20102005001/FPMB","02-Sep-15 02:22:31","02-Sep-15 03:22:13","3546.00","  47.58","  1.34"," 1082"," -308"
"nu20102006001/FPMA","02-Sep-15 03:59:16","02-Sep-15 04:58:57","3578.00","  90.35","  2.53"," 1141"," -301"
"nu20102006001/FPMB","02-Sep-15 03:59:16","02-Sep-15 04:58:57","3578.00","  66.49","  1.86"," 1095"," -296"
"nu20102007001/FPMA","02-Sep-15 08:49:29","02-Sep-15 09:49:11","3578.00","  78.61","  2.20"," 1141"," -298"
"nu20102007001/FPMB","02-Sep-15 08:49:29","02-Sep-15 09:49:11","3578.00","  58.87","  1.65"," 1082"," -298"
"nu20102008001/FPMA","02-Sep-15 10:26:14","02-Sep-15 11:25:55","3579.00","  80.47","  2.25"," 1141"," -298"
"nu20102008001/FPMB","02-Sep-15 10:26:14","02-Sep-15 11:25:55","3579.00","  61.22","  1.71"," 1087"," -301"
